plot,type,year,month,value
YOSE_16,tmax,1938,11,3.815999985
YOSE_16,tmax,1938,12,3.734999895
YOSE_16,tmax,1939,1,1.271000028
YOSE_16,tmax,1939,2,-2.00999999
YOSE_16,tmax,1939,3,3.829999924
YOSE_16,tmax,1939,4,8.508000374
YOSE_16,tmax,1939,5,9.354999542
YOSE_16,tmax,1939,6,13.3760004
YOSE_16,tmax,1939,7,18.86599922
YOSE_16,tmax,1939,8,19.78000069
YOSE_16,tmax,1939,9,13.8920002
YOSE_16,tmax,1939,10,8.876000404
YOSE_16,tmax,1939,11,8.43599987
YOSE_16,tmax,1939,12,5.085000038
YOSE_16,tmax,1940,1,1.353999972
YOSE_16,tmax,1940,2,0.561999977
YOSE_16,tmax,1940,3,4.46999979
YOSE_16,tmax,1940,4,5.938000202
YOSE_16,tmax,1940,5,11.64099979
YOSE_16,tmax,1940,6,16.65299988
YOSE_16,tmax,1940,7,17.15999985
YOSE_16,tmax,1940,8,19.21699905
YOSE_16,tmax,1940,9,11.77000046
YOSE_16,tmax,1940,10,9.494000435
YOSE_16,tmax,1940,11,4.215000153
YOSE_16,tmax,1940,12,2.687999964
YOSE_16,tmax,1941,1,-0.039000001
YOSE_16,tmax,1941,2,1.088000059
YOSE_16,tmax,1941,3,3.836999893
YOSE_16,tmax,1941,4,2.77699995
YOSE_16,tmax,1941,5,8.187000275
YOSE_16,tmax,1941,6,10.60400009
YOSE_16,tmax,1941,7,17.29899979
YOSE_16,tmax,1941,8,14.93900013
YOSE_16,tmax,1941,9,11.69400024
YOSE_16,tmax,1941,10,7.025000095
YOSE_16,tmax,1941,11,6.416999817
YOSE_16,tmax,1941,12,-0.375
YOSE_16,tmax,1942,1,1.167999983
YOSE_16,tmax,1942,2,-1.501999974
YOSE_16,tmax,1942,3,2.242000103
YOSE_16,tmax,1942,4,3.28399992
YOSE_16,tmax,1942,5,6.039999962
YOSE_16,tmax,1942,6,12.26599979
YOSE_16,tmax,1942,7,18.46500015
YOSE_16,tmax,1942,8,17.97400093
YOSE_16,tmax,1942,9,14.64400005
YOSE_16,tmax,1942,10,11.24300003
YOSE_16,tmax,1942,11,5.113999844
YOSE_16,tmax,1942,12,2.994999886
YOSE_16,tmax,1943,1,1.40199995
YOSE_16,tmax,1943,2,2.915999889
YOSE_16,tmax,1943,3,3.131999969
YOSE_16,tmax,1943,4,6.231999874
YOSE_16,tmax,1943,5,9.838999748
YOSE_16,tmax,1943,6,9.795000076
YOSE_16,tmax,1943,7,17.5
YOSE_16,tmax,1943,8,16.68700027
YOSE_16,tmax,1943,9,17.80800056
YOSE_16,tmax,1943,10,9.237000465
YOSE_16,tmax,1943,11,6.263999939
YOSE_16,tmax,1943,12,1.692000031
YOSE_16,tmax,1944,1,0.500999987
YOSE_16,tmax,1944,2,-1.940000057
YOSE_16,tmax,1944,3,2.464999914
YOSE_16,tmax,1944,4,2.71600008
YOSE_16,tmax,1944,5,9.036000252
YOSE_16,tmax,1944,6,8.798000336
YOSE_16,tmax,1944,7,16.4489994
YOSE_16,tmax,1944,8,18.02599907
YOSE_16,tmax,1944,9,16.00900078
YOSE_16,tmax,1944,10,11.13399982
YOSE_16,tmax,1944,11,1.225000024
YOSE_16,tmax,1944,12,1.261000037
YOSE_16,tmax,1945,1,1.65199995
YOSE_16,tmax,1945,2,0.493000001
YOSE_16,tmax,1945,3,-0.541000009
YOSE_16,tmax,1945,4,5.785999775
YOSE_16,tmax,1945,5,7.001999855
YOSE_16,tmax,1945,6,12.24199963
YOSE_16,tmax,1945,7,19.15800095
YOSE_16,tmax,1945,8,17.19599915
YOSE_16,tmax,1945,9,15.44099998
YOSE_16,tmax,1945,10,9.366000175
YOSE_16,tmax,1945,11,2.332000017
YOSE_16,tmax,1945,12,0.584999979
YOSE_16,tmax,1946,1,1.646000028
YOSE_16,tmax,1946,2,-0.223000005
YOSE_16,tmax,1946,3,2.045000076
YOSE_16,tmax,1946,4,6.842999935
YOSE_16,tmax,1946,5,8.640000343
YOSE_16,tmax,1946,6,12.38399982
YOSE_16,tmax,1946,7,17.43499947
YOSE_16,tmax,1946,8,18.66900063
YOSE_16,tmax,1946,9,14.51799965
YOSE_16,tmax,1946,10,6.650000095
YOSE_16,tmax,1946,11,1.873999953
YOSE_16,tmax,1946,12,2.963000059
YOSE_16,tmax,1947,1,2.092000008
YOSE_16,tmax,1947,2,4.347000122
YOSE_16,tmax,1947,3,4.793000221
YOSE_16,tmax,1947,4,6.722000122
YOSE_16,tmax,1947,5,11.93700027
YOSE_16,tmax,1947,6,11.80200005
YOSE_16,tmax,1947,7,16.54199982
YOSE_16,tmax,1947,8,15.8920002
YOSE_16,tmax,1947,9,16.87999916
YOSE_16,tmax,1947,10,8.467000008
YOSE_16,tmax,1947,11,1.76699996
YOSE_16,tmax,1947,12,1.572999954
YOSE_16,tmax,1948,1,3.719000101
YOSE_16,tmax,1948,2,-0.126000002
YOSE_16,tmax,1948,3,0.379000008
YOSE_16,tmax,1948,4,2.854000092
YOSE_16,tmax,1948,5,8.331000328
YOSE_16,tmax,1948,6,12.05099964
YOSE_16,tmax,1948,7,17.03300095
YOSE_16,tmax,1948,8,16.83699989
YOSE_16,tmax,1948,9,16.43700027
YOSE_16,tmax,1948,10,10.70699978
YOSE_16,tmax,1948,11,4.114999771
YOSE_16,tmax,1948,12,-1.422999978
YOSE_16,tmax,1949,1,-5.813000202
YOSE_16,tmax,1949,2,-2.443000078
YOSE_16,tmax,1949,3,1.519000053
YOSE_16,tmax,1949,4,7.839000225
YOSE_16,tmax,1949,5,7.781000137
YOSE_16,tmax,1949,6,14.17300034
YOSE_16,tmax,1949,7,18.1970005
YOSE_16,tmax,1949,8,16.83300018
YOSE_16,tmax,1949,9,15.46100044
YOSE_16,tmax,1949,10,9.399000168
YOSE_16,tmax,1949,11,9.133999825
YOSE_16,tmax,1949,12,0.963999987
YOSE_16,tmax,1950,1,-4.234000206
YOSE_16,tmax,1950,2,1.45599997
YOSE_16,tmax,1950,3,2.34100008
YOSE_16,tmax,1950,4,5.781000137
YOSE_16,tmax,1950,5,8.315999985
YOSE_16,tmax,1950,6,12.12199974
YOSE_16,tmax,1950,7,18.34399986
YOSE_16,tmax,1950,8,18.07699966
YOSE_16,tmax,1950,9,13.06999969
YOSE_16,tmax,1950,10,10.48700047
YOSE_16,tmax,1950,11,6.954999924
YOSE_16,tmax,1950,12,4.824999809
YOSE_16,tmax,1951,1,-0.194000006
YOSE_16,tmax,1951,2,0.261000007
YOSE_16,tmax,1951,3,2.703000069
YOSE_16,tmax,1951,4,5.481999874
YOSE_16,tmax,1951,5,8.581999779
YOSE_16,tmax,1951,6,13.42199993
YOSE_16,tmax,1951,7,18.53199959
YOSE_16,tmax,1951,8,17.70100021
YOSE_16,tmax,1951,9,17.21500015
YOSE_16,tmax,1951,10,8.791000366
YOSE_16,tmax,1951,11,2.980999947
YOSE_16,tmax,1951,12,-1.996999979
YOSE_16,tmax,1952,1,-3.97300005
YOSE_16,tmax,1952,2,0.028999999
YOSE_16,tmax,1952,3,-0.657000005
YOSE_16,tmax,1952,4,6.239999771
YOSE_16,tmax,1952,5,10.72200012
YOSE_16,tmax,1952,6,10.86900043
YOSE_16,tmax,1952,7,17.57099915
YOSE_16,tmax,1952,8,17.87800026
YOSE_16,tmax,1952,9,15.11200047
YOSE_16,tmax,1952,10,13.92199993
YOSE_16,tmax,1952,11,3.236000061
YOSE_16,tmax,1952,12,-0.693000019
YOSE_16,tmax,1953,1,4.184999943
YOSE_16,tmax,1953,2,2.645999908
YOSE_16,tmax,1953,3,2.582000017
YOSE_16,tmax,1953,4,3.954999924
YOSE_16,tmax,1953,5,3.552999973
YOSE_16,tmax,1953,6,10.11100006
YOSE_16,tmax,1953,7,19.02499962
YOSE_16,tmax,1953,8,16.04500008
YOSE_16,tmax,1953,9,16.8010006
YOSE_16,tmax,1953,10,9.38599968
YOSE_16,tmax,1953,11,5.019000053
YOSE_16,tmax,1953,12,3.51699996
YOSE_16,tmax,1954,1,-0.414999992
YOSE_16,tmax,1954,2,5.938000202
YOSE_16,tmax,1954,3,-0.647000015
YOSE_16,tmax,1954,4,7.571000099
YOSE_16,tmax,1954,5,12.63300037
YOSE_16,tmax,1954,6,12.47000027
YOSE_16,tmax,1954,7,18.43300056
YOSE_16,tmax,1954,8,15.43400002
YOSE_16,tmax,1954,9,14.3380003
YOSE_16,tmax,1954,10,10.74499989
YOSE_16,tmax,1954,11,6.256000042
YOSE_16,tmax,1954,12,0.619000018
YOSE_16,tmax,1955,1,-1.661000013
YOSE_16,tmax,1955,2,-0.493999988
YOSE_16,tmax,1955,3,1.639000058
YOSE_16,tmax,1955,4,1.172999978
YOSE_16,tmax,1955,5,7.769000053
YOSE_16,tmax,1955,6,12.42500019
YOSE_16,tmax,1955,7,16.42000008
YOSE_16,tmax,1955,8,19.45199966
YOSE_16,tmax,1955,9,15.60400009
YOSE_16,tmax,1955,10,11.56999969
YOSE_16,tmax,1955,11,4.755000114
YOSE_16,tmax,1955,12,-0.800999999
YOSE_16,tmax,1956,1,-1.440000057
YOSE_16,tmax,1956,2,-1.899000049
YOSE_16,tmax,1956,3,3.59800005
YOSE_16,tmax,1956,4,3.46600008
YOSE_16,tmax,1956,5,8.215000153
YOSE_16,tmax,1956,6,13.70100021
YOSE_16,tmax,1956,7,16.93600082
YOSE_16,tmax,1956,8,15.83399963
YOSE_16,tmax,1956,9,15.98099995
YOSE_16,tmax,1956,10,7.203000069
YOSE_16,tmax,1956,11,7.653999805
YOSE_16,tmax,1956,12,4.954999924
YOSE_16,tmax,1957,1,-2.65199995
YOSE_16,tmax,1957,2,2.062000036
YOSE_16,tmax,1957,3,1.49000001
YOSE_16,tmax,1957,4,4.28399992
YOSE_16,tmax,1957,5,6.30700016
YOSE_16,tmax,1957,6,15.30000019
YOSE_16,tmax,1957,7,16.96899986
YOSE_16,tmax,1957,8,17.34199905
YOSE_16,tmax,1957,9,14.87100029
YOSE_16,tmax,1957,10,5.885000229
YOSE_16,tmax,1957,11,3.579999924
YOSE_16,tmax,1957,12,4.651000023
YOSE_16,tmax,1958,1,2.542999983
YOSE_16,tmax,1958,2,0.745999992
YOSE_16,tmax,1958,3,-2.65899992
YOSE_16,tmax,1958,4,3.354000092
YOSE_16,tmax,1958,5,10.89799976
YOSE_16,tmax,1958,6,11.38799953
YOSE_16,tmax,1958,7,16.88299942
YOSE_16,tmax,1958,8,18.91200066
YOSE_16,tmax,1958,9,15.83300018
YOSE_16,tmax,1958,10,13.02299976
YOSE_16,tmax,1958,11,6.835999966
YOSE_16,tmax,1958,12,9.897999763
YOSE_16,tmax,1959,1,1.623999953
YOSE_16,tmax,1959,2,-1.909999967
YOSE_16,tmax,1959,3,4.514999866
YOSE_16,tmax,1959,4,7.854000092
YOSE_16,tmax,1959,5,6.914999962
YOSE_16,tmax,1959,6,15.89799976
YOSE_16,tmax,1959,7,20.15299988
YOSE_16,tmax,1959,8,17.73900032
YOSE_16,tmax,1959,9,13.56900024
YOSE_16,tmax,1959,10,12.1960001
YOSE_16,tmax,1959,11,10.4460001
YOSE_16,tmax,1959,12,5.90899992
YOSE_16,tmax,1960,1,-2.115999937
YOSE_16,tmax,1960,2,0.671999991
YOSE_16,tmax,1960,3,4.46600008
YOSE_16,tmax,1960,4,5.465000153
YOSE_16,tmax,1960,5,8.572999954
YOSE_16,tmax,1960,6,16.33300018
YOSE_16,tmax,1960,7,18.5189991
YOSE_16,tmax,1960,8,17.96999931
YOSE_16,tmax,1960,9,16.32299995
YOSE_16,tmax,1960,10,9.567000389
YOSE_16,tmax,1960,11,2.586999893
YOSE_16,tmax,1960,12,3.938999891
YOSE_16,tmax,1961,1,5.701000214
YOSE_16,tmax,1961,2,2.861000061
YOSE_16,tmax,1961,3,1.75999999
YOSE_16,tmax,1961,4,6.06099987
YOSE_16,tmax,1961,5,7.202000141
YOSE_16,tmax,1961,6,16.13599968
YOSE_16,tmax,1961,7,19.3239994
YOSE_16,tmax,1961,8,17.50600052
YOSE_16,tmax,1961,9,13.28199959
YOSE_16,tmax,1961,10,9.038000107
YOSE_16,tmax,1961,11,4.480999947
YOSE_16,tmax,1961,12,2.107000113
YOSE_16,tmax,1962,1,2.970999956
YOSE_16,tmax,1962,2,-1.809999943
YOSE_16,tmax,1962,3,-0.57099998
YOSE_16,tmax,1962,4,8.722999573
YOSE_16,tmax,1962,5,5.809999943
YOSE_16,tmax,1962,6,13.88300037
YOSE_16,tmax,1962,7,17.23800087
YOSE_16,tmax,1962,8,17.16900063
YOSE_16,tmax,1962,9,15.84399986
YOSE_16,tmax,1962,10,10.51200008
YOSE_16,tmax,1962,11,6.150000095
YOSE_16,tmax,1962,12,5.78399992
YOSE_16,tmax,1963,1,3.493000031
YOSE_16,tmax,1963,2,5.597000122
YOSE_16,tmax,1963,3,0.818000019
YOSE_16,tmax,1963,4,-0.191
YOSE_16,tmax,1963,5,8.701999664
YOSE_16,tmax,1963,6,10.64299965
YOSE_16,tmax,1963,7,16.86599922
YOSE_16,tmax,1963,8,16.7670002
YOSE_16,tmax,1963,9,14.64999962
YOSE_16,tmax,1963,10,10.68900013
YOSE_16,tmax,1963,11,3.482000113
YOSE_16,tmax,1963,12,4.875
YOSE_16,tmax,1964,1,0.92900002
YOSE_16,tmax,1964,2,4.09100008
YOSE_16,tmax,1964,3,0.986999989
YOSE_16,tmax,1964,4,3.773000002
YOSE_16,tmax,1964,5,6.521999836
YOSE_16,tmax,1964,6,10.94299984
YOSE_16,tmax,1964,7,17.95599937
YOSE_16,tmax,1964,8,17.48900032
YOSE_16,tmax,1964,9,13.91399956
YOSE_16,tmax,1964,10,12.93599987
YOSE_16,tmax,1964,11,0.028999999
YOSE_16,tmax,1964,12,-0.916000009
YOSE_16,tmax,1965,1,1.20599997
YOSE_16,tmax,1965,2,2.959000111
YOSE_16,tmax,1965,3,1.511999965
YOSE_16,tmax,1965,4,2.354000092
YOSE_16,tmax,1965,5,6.032000065
YOSE_16,tmax,1965,6,10.64000034
YOSE_16,tmax,1965,7,15.93500042
YOSE_16,tmax,1965,8,15.14400005
YOSE_16,tmax,1965,9,10.63199997
YOSE_16,tmax,1965,10,13.68799973
YOSE_16,tmax,1965,11,2.973999977
YOSE_16,tmax,1965,12,0.014
YOSE_16,tmax,1966,1,-0.048
YOSE_16,tmax,1966,2,-0.375999987
YOSE_16,tmax,1966,3,4.480999947
YOSE_16,tmax,1966,4,8.019000053
YOSE_16,tmax,1966,5,12.02700043
YOSE_16,tmax,1966,6,13.3739996
YOSE_16,tmax,1966,7,17.625
YOSE_16,tmax,1966,8,19.14299965
YOSE_16,tmax,1966,9,15.07999992
YOSE_16,tmax,1966,10,11.39099979
YOSE_16,tmax,1966,11,4.664999962
YOSE_16,tmax,1966,12,2.437999964
YOSE_16,tmax,1967,1,1.92900002
YOSE_16,tmax,1967,2,3.551000118
YOSE_16,tmax,1967,3,-0.263000011
YOSE_16,tmax,1967,4,-3.226000071
YOSE_16,tmax,1967,5,7.984000206
YOSE_16,tmax,1967,6,10.72900009
YOSE_16,tmax,1967,7,18.10199928
YOSE_16,tmax,1967,8,18.35499954
YOSE_16,tmax,1967,9,13.63199997
YOSE_16,tmax,1967,10,12.29699993
YOSE_16,tmax,1967,11,6.896999836
YOSE_16,tmax,1967,12,-0.677999973
YOSE_16,tmax,1968,1,1.738999963
YOSE_16,tmax,1968,2,3.211999893
YOSE_16,tmax,1968,3,2.888999939
YOSE_16,tmax,1968,4,4.413000107
YOSE_16,tmax,1968,5,8.175999641
YOSE_16,tmax,1968,6,14.47000027
YOSE_16,tmax,1968,7,17.74500084
YOSE_16,tmax,1968,8,14.06799984
YOSE_16,tmax,1968,9,14.77099991
YOSE_16,tmax,1968,10,10.84000015
YOSE_16,tmax,1968,11,4.387000084
YOSE_16,tmax,1968,12,-1.274999976
YOSE_16,tmax,1969,1,-0.573000014
YOSE_16,tmax,1969,2,-4.221000195
YOSE_16,tmax,1969,3,-0.211999997
YOSE_16,tmax,1969,4,4.231999874
YOSE_16,tmax,1969,5,11.04699993
YOSE_16,tmax,1969,6,10.73600006
YOSE_16,tmax,1969,7,17.51199913
YOSE_16,tmax,1969,8,19.24799919
YOSE_16,tmax,1969,9,14.84700012
YOSE_16,tmax,1969,10,6.462999821
YOSE_16,tmax,1969,11,6.521999836
YOSE_16,tmax,1969,12,1.610999942
YOSE_16,tmax,1970,1,-0.043000001
YOSE_16,tmax,1970,2,2.724999905
YOSE_16,tmax,1970,3,2.763999939
YOSE_16,tmax,1970,4,1.092000008
YOSE_16,tmax,1970,5,9.57199955
YOSE_16,tmax,1970,6,12.69499969
YOSE_16,tmax,1970,7,17.8939991
YOSE_16,tmax,1970,8,19.47100067
YOSE_16,tmax,1970,9,14.46399975
YOSE_16,tmax,1970,10,8.56099987
YOSE_16,tmax,1970,11,3.960999966
YOSE_16,tmax,1970,12,-2.40899992
YOSE_16,tmax,1971,1,2.164000034
YOSE_16,tmax,1971,2,1.713000059
YOSE_16,tmax,1971,3,1.838999987
YOSE_16,tmax,1971,4,3.375
YOSE_16,tmax,1971,5,5.504000187
YOSE_16,tmax,1971,6,11.81999969
YOSE_16,tmax,1971,7,17.81999969
YOSE_16,tmax,1971,8,18.46500015
YOSE_16,tmax,1971,9,13.84200001
YOSE_16,tmax,1971,10,6.987999916
YOSE_16,tmax,1971,11,4.309000015
YOSE_16,tmax,1971,12,-2.890000105
YOSE_16,tmax,1972,1,0.648000002
YOSE_16,tmax,1972,2,2.592000008
YOSE_16,tmax,1972,3,8.012999535
YOSE_16,tmax,1972,4,3.609999895
YOSE_16,tmax,1972,5,8.876000404
YOSE_16,tmax,1972,6,13.76500034
YOSE_16,tmax,1972,7,18.57799911
YOSE_16,tmax,1972,8,17.61000061
YOSE_16,tmax,1972,9,11.90999985
YOSE_16,tmax,1972,10,5.611000061
YOSE_16,tmax,1972,11,2.038000107
YOSE_16,tmax,1972,12,-0.999000013
YOSE_16,tmax,1973,1,-0.839999974
YOSE_16,tmax,1973,2,-0.670000017
YOSE_16,tmax,1973,3,-0.101999998
YOSE_16,tmax,1973,4,4.390999794
YOSE_16,tmax,1973,5,10.31999969
YOSE_16,tmax,1973,6,14.37800026
YOSE_16,tmax,1973,7,17.98999977
YOSE_16,tmax,1973,8,16.57799911
YOSE_16,tmax,1973,9,14.57299995
YOSE_16,tmax,1973,10,10.0010004
YOSE_16,tmax,1973,11,2.316999912
YOSE_16,tmax,1973,12,3.019999981
YOSE_16,tmax,1974,1,-0.852999985
YOSE_16,tmax,1974,2,1.947000027
YOSE_16,tmax,1974,3,2.802999973
YOSE_16,tmax,1974,4,3.996000051
YOSE_16,tmax,1974,5,9.88599968
YOSE_16,tmax,1974,6,15.87800026
YOSE_16,tmax,1974,7,16.73600006
YOSE_16,tmax,1974,8,17.29299927
YOSE_16,tmax,1974,9,17.03100014
YOSE_16,tmax,1974,10,9.458999634
YOSE_16,tmax,1974,11,5.635000229
YOSE_16,tmax,1974,12,0.643999994
YOSE_16,tmax,1975,1,3.575000048
YOSE_16,tmax,1975,2,0.579999983
YOSE_16,tmax,1975,3,-0.005
YOSE_16,tmax,1975,4,-1.093000054
YOSE_16,tmax,1975,5,8.706999779
YOSE_16,tmax,1975,6,12.61299992
YOSE_16,tmax,1975,7,17.45700073
YOSE_16,tmax,1975,8,16.00900078
YOSE_16,tmax,1975,9,15.44299984
YOSE_16,tmax,1975,10,7.281000137
YOSE_16,tmax,1975,11,4.502999783
YOSE_16,tmax,1975,12,4.922999859
YOSE_16,tmax,1976,1,4.869999886
YOSE_16,tmax,1976,2,1.095999956
YOSE_16,tmax,1976,3,2.642999887
YOSE_16,tmax,1976,4,2.769999981
YOSE_16,tmax,1976,5,10.54300022
YOSE_16,tmax,1976,6,12.42300034
YOSE_16,tmax,1976,7,17.67399979
YOSE_16,tmax,1976,8,13.9119997
YOSE_16,tmax,1976,9,13.44999981
YOSE_16,tmax,1976,10,10.40699959
YOSE_16,tmax,1976,11,9.251000404
YOSE_16,tmax,1976,12,5.03399992
YOSE_16,tmax,1977,1,2.404000044
YOSE_16,tmax,1977,2,4.90899992
YOSE_16,tmax,1977,3,-0.187999994
YOSE_16,tmax,1977,4,7.197000027
YOSE_16,tmax,1977,5,3.164999962
YOSE_16,tmax,1977,6,15.1789999
YOSE_16,tmax,1977,7,17.97900009
YOSE_16,tmax,1977,8,18.77400017
YOSE_16,tmax,1977,9,13.65699959
YOSE_16,tmax,1977,10,11.2130003
YOSE_16,tmax,1977,11,6.835999966
YOSE_16,tmax,1977,12,2.743000031
YOSE_16,tmax,1978,1,-0.045000002
YOSE_16,tmax,1978,2,1.236999989
YOSE_16,tmax,1978,3,4.889999866
YOSE_16,tmax,1978,4,2.270999908
YOSE_16,tmax,1978,5,8.43999958
YOSE_16,tmax,1978,6,12.61999989
YOSE_16,tmax,1978,7,17.32099915
YOSE_16,tmax,1978,8,17.07699966
YOSE_16,tmax,1978,9,12.08699989
YOSE_16,tmax,1978,10,12.6239996
YOSE_16,tmax,1978,11,2.160000086
YOSE_16,tmax,1978,12,-1.245000005
YOSE_16,tmax,1979,1,-2.181999922
YOSE_16,tmax,1979,2,-0.515999973
YOSE_16,tmax,1979,3,3.298000097
YOSE_16,tmax,1979,4,4.651000023
YOSE_16,tmax,1979,5,10.3739996
YOSE_16,tmax,1979,6,14.14700031
YOSE_16,tmax,1979,7,17.51499939
YOSE_16,tmax,1979,8,15.90200043
YOSE_16,tmax,1979,9,17.15800095
YOSE_16,tmax,1979,10,9.850000381
YOSE_16,tmax,1979,11,3.335999966
YOSE_16,tmax,1979,12,2.773000002
YOSE_16,tmax,1980,1,1.555999994
YOSE_16,tmax,1980,2,2.525000095
YOSE_16,tmax,1980,3,0.887000024
YOSE_16,tmax,1980,4,5.426000118
YOSE_16,tmax,1980,5,6.159999847
YOSE_16,tmax,1980,6,9.991000175
YOSE_16,tmax,1980,7,17.15699959
YOSE_16,tmax,1980,8,16.28499985
YOSE_16,tmax,1980,9,14.17700005
YOSE_16,tmax,1980,10,10.37699986
YOSE_16,tmax,1980,11,5.602000237
YOSE_16,tmax,1980,12,5.600999832
YOSE_16,tmax,1981,1,1.574000001
YOSE_16,tmax,1981,2,2.589999914
YOSE_16,tmax,1981,3,1.169999957
YOSE_16,tmax,1981,4,6.717000008
YOSE_16,tmax,1981,5,9.309000015
YOSE_16,tmax,1981,6,16.29999924
YOSE_16,tmax,1981,7,18.5170002
YOSE_16,tmax,1981,8,20.04599953
YOSE_16,tmax,1981,9,15.32499981
YOSE_16,tmax,1981,10,7.328000069
YOSE_16,tmax,1981,11,1.980999947
YOSE_16,tmax,1981,12,2.372999907
YOSE_16,tmax,1982,1,-1.559000015
YOSE_16,tmax,1982,2,2.226000071
YOSE_16,tmax,1982,3,0.827000022
YOSE_16,tmax,1982,4,3.434999943
YOSE_16,tmax,1982,5,9.279000282
YOSE_16,tmax,1982,6,11.13599968
YOSE_16,tmax,1982,7,16.4810009
YOSE_16,tmax,1982,8,17.70999908
YOSE_16,tmax,1982,9,11.89299965
YOSE_16,tmax,1982,10,7.196000099
YOSE_16,tmax,1982,11,1.827000022
YOSE_16,tmax,1982,12,-0.26699999
YOSE_16,tmax,1983,1,1.817000031
YOSE_16,tmax,1983,2,0.296999991
YOSE_16,tmax,1983,3,-0.565999985
YOSE_16,tmax,1983,4,0.536000013
YOSE_16,tmax,1983,5,8.531000137
YOSE_16,tmax,1983,6,12.52400017
YOSE_16,tmax,1983,7,15.82299995
YOSE_16,tmax,1983,8,15.8409996
YOSE_16,tmax,1983,9,14.65100002
YOSE_16,tmax,1983,10,10.76000023
YOSE_16,tmax,1983,11,1.054999948
YOSE_16,tmax,1983,12,-0.479000002
YOSE_16,tmax,1984,1,2.042999983
YOSE_16,tmax,1984,2,2.144000053
YOSE_16,tmax,1984,3,4.842999935
YOSE_16,tmax,1984,4,3.569000006
YOSE_16,tmax,1984,5,12.6239996
YOSE_16,tmax,1984,6,12.24300003
YOSE_16,tmax,1984,7,18.60300064
YOSE_16,tmax,1984,8,19.14900017
YOSE_16,tmax,1984,9,16.97299957
YOSE_16,tmax,1984,10,6.068999767
YOSE_16,tmax,1984,11,1.595999956
YOSE_16,tmax,1984,12,-1.644000053
YOSE_16,tmax,1985,1,0.151999995
YOSE_16,tmax,1985,2,1.38499999
YOSE_16,tmax,1985,3,0.133000001
YOSE_16,tmax,1985,4,8.743000031
YOSE_16,tmax,1985,5,11.12800026
YOSE_16,tmax,1985,6,18.62100029
YOSE_16,tmax,1985,7,20.70800018
YOSE_16,tmax,1985,8,19.58799934
YOSE_16,tmax,1985,9,11.05900002
YOSE_16,tmax,1985,10,8.798999786
YOSE_16,tmax,1985,11,1.248000026
YOSE_16,tmax,1985,12,2.207000017
YOSE_16,tmax,1986,1,4.708000183
YOSE_16,tmax,1986,2,0.128000006
YOSE_16,tmax,1986,3,5.897999763
YOSE_16,tmax,1986,4,5.300000191
YOSE_16,tmax,1986,5,10.73700047
YOSE_16,tmax,1986,6,17.63500023
YOSE_16,tmax,1986,7,18.74799919
YOSE_16,tmax,1986,8,19.0909996
YOSE_16,tmax,1986,9,10.60900021
YOSE_16,tmax,1986,10,7.994999886
YOSE_16,tmax,1986,11,5.839000225
YOSE_16,tmax,1986,12,2.657000065
YOSE_16,tmax,1987,1,-0.545000017
YOSE_16,tmax,1987,2,0.500999987
YOSE_16,tmax,1987,3,2.650000095
YOSE_16,tmax,1987,4,10.77900028
YOSE_16,tmax,1987,5,10.90600014
YOSE_16,tmax,1987,6,17.03700066
YOSE_16,tmax,1987,7,18.43300056
YOSE_16,tmax,1987,8,21.50699997
YOSE_16,tmax,1987,9,18.5170002
YOSE_16,tmax,1987,10,12.35000038
YOSE_16,tmax,1987,11,3.697000027
YOSE_16,tmax,1987,12,-3.453999996
YOSE_16,tmax,1988,1,0.411000013
YOSE_16,tmax,1988,2,4.414999962
YOSE_16,tmax,1988,3,5.735000134
YOSE_16,tmax,1988,4,7.017000198
YOSE_16,tmax,1988,5,9.782999992
YOSE_16,tmax,1988,6,15.58199978
YOSE_16,tmax,1988,7,22.56699944
YOSE_16,tmax,1988,8,18.18099976
YOSE_16,tmax,1988,9,16.55400085
YOSE_16,tmax,1988,10,14.13000011
YOSE_16,tmax,1988,11,2.375
YOSE_16,tmax,1988,12,-1.041000009
YOSE_16,tmax,1989,1,0.222000003
YOSE_16,tmax,1989,2,-1.424999952
YOSE_16,tmax,1989,3,3.900000095
YOSE_16,tmax,1989,4,8.128000259
YOSE_16,tmax,1989,5,8.30300045
YOSE_16,tmax,1989,6,13.57499981
YOSE_16,tmax,1989,7,19.1989994
YOSE_16,tmax,1989,8,16.4829998
YOSE_16,tmax,1989,9,13.31299973
YOSE_16,tmax,1989,10,8.17800045
YOSE_16,tmax,1989,11,7.605999947
YOSE_16,tmax,1989,12,5.306000233
YOSE_16,tmax,1990,1,0.74000001
YOSE_16,tmax,1990,2,-0.734000027
YOSE_16,tmax,1990,3,4.40899992
YOSE_16,tmax,1990,4,8.045999527
YOSE_16,tmax,1990,5,6.579999924
YOSE_16,tmax,1990,6,12.15999985
YOSE_16,tmax,1990,7,17.20800018
YOSE_16,tmax,1990,8,15.99199963
YOSE_16,tmax,1990,9,13.6619997
YOSE_16,tmax,1990,10,11.56900024
YOSE_16,tmax,1990,11,4.982999802
YOSE_16,tmax,1990,12,-0.199000001
YOSE_16,tmax,1991,1,2.970000029
YOSE_16,tmax,1991,2,5.385000229
YOSE_16,tmax,1991,3,-1.86500001
YOSE_16,tmax,1991,4,3.397000074
YOSE_16,tmax,1991,5,5.764999866
YOSE_16,tmax,1991,6,11.1260004
YOSE_16,tmax,1991,7,18.38400078
